25.5,4,122.0,96.00,2300.,15.5,77,1,plymouth arrow gs,plymouth
33.5,4,85.00,70.00,1945.,16.8,77,3,datsun f-10 hatchback,datsun
17.5,8,305.0,145.0,3880.,12.5,77,1,chevrolet caprice classic,chevrolet
15.5,8,318.0,145.0,4140.,13.7,77,1,dodge monaco brougham,dodge
17.5,6,250.0,110.0,3520.,16.4,77,1,chevrolet concours,chevrolet
19.0,6,225.0,100.0,3630.,17.7,77,1,plymouth volare custom,plymouth
18.5,6,250.0,98.00,3525.,19.0,77,1,ford granada,ford
16.0,8,400.0,180.0,4220.,11.1,77,1,pontiac grand prix lj,pontiac
15.5,8,350.0,170.0,4165.,11.4,77,1,chevrolet monte carlo landau,chevrolet
16.0,8,351.0,149.0,4335.,14.5,77,1,ford thunderbird,ford
24.5,4,151.0,88.00,2740.,16.0,77,1,pontiac sunbird coupe,pontiac
25.5,4,140.0,89.00,2755.,15.8,77,1,ford mustang ii 2+2,ford
30.5,4,98.00,63.00,2051.,17.0,77,1,chevrolet chevette,chevrolet
33.5,4,98.00,83.00,2075.,15.9,77,1,dodge colt m/m,dodge
22.0,6,146.0,97.00,2815.,14.5,77,3,datsun 810,datsun
