26.0,4,98.00,79.00,2255.,17.7,76,1,dodge colt,dodge
17.5,8,305.0,140.0,4215.,13.0,76,1,chevrolet chevelle malibu classic,chevrolet
16.0,8,318.0,150.0,4190.,13.0,76,1,dodge coronet brougham,dodge
15.5,8,304.0,120.0,3962.,13.9,76,1,amc matador,amc
14.5,8,351.0,152.0,4215.,12.8,76,1,ford gran torino,ford
22.0,6,225.0,100.0,3233.,15.4,76,1,plymouth valiant,plymouth
22.0,6,250.0,105.0,3353.,14.5,76,1,chevrolet nova,chevrolet
24.0,6,200.0,81.00,3012.,17.6,76,1,ford maverick,ford
22.5,6,232.0,90.00,3085.,17.6,76,1,amc hornet,amc
29.0,4,85.00,52.00,2035.,22.2,76,1,chevrolet chevette,chevrolet
24.5,4,98.00,60.00,2164.,22.1,76,1,chevrolet woody,chevrolet
20.0,6,225.0,100.0,3651.,17.7,76,1,dodge aspen se,dodge
18.0,6,250.0,78.00,3574.,21.0,76,1,ford granada ghia,ford
18.5,6,250.0,110.0,3645.,16.2,76,1,pontiac ventura sj,pontiac
17.5,6,258.0,95.00,3193.,17.8,76,1,amc pacer d/l,amc
32.0,4,85.00,70.00,1990.,17.0,76,3,datsun b-210,datsun
26.5,4,140.0,72.00,2565.,13.6,76,1,ford pinto,ford
13.0,8,318.0,150.0,3940.,13.2,76,1,plymouth volare premier v8,plymouth
13.0,8,350.0,145.0,4055.,12.0,76,1,chevrolet c10,chevrolet
13.0,8,302.0,130.0,3870.,15.0,76,1,ford f108,ford
13.0,8,318.0,150.0,3755.,14.0,76,1,dodge d100,dodge
