32.1,4,98.00,70.00,2120.,15.5,80,1,chevrolet chevette,chevrolet
37.2,4,86.00,65.00,2019.,16.4,80,3,datsun 310,datsun
28.0,4,151.0,90.00,2678.,16.5,80,1,chevrolet citation,chevrolet
26.4,4,140.0,88.00,2870.,18.1,80,1,ford fairmont,ford
24.3,4,151.0,90.00,3003.,20.1,80,1,amc concord,amc
19.1,6,225.0,90.00,3381.,18.7,80,1,dodge aspen,dodge
37.0,4,119.0,92.00,2434.,15.0,80,3,datsun 510 hatchback,datsun
27.9,4,156.0,105.0,2800.,14.4,80,1,dodge colt,dodge
40.8,4,85.00,65.00,2110.,19.2,80,3,datsun 210,datsun
32.7,6,168.0,132.0,2910.,11.4,80,3,datsun 280-zx,datsun
23.6,4,140.0,,2905.,14.3,80,1,ford mustang cobra,ford
