19.0,6,225.0,95.00,3264.,16.0,75,1,plymouth valiant custom,plymouth
18.0,6,250.0,105.0,3459.,16.0,75,1,chevrolet nova,chevrolet
15.0,6,250.0,72.00,3158.,19.5,75,1,ford maverick,ford
16.0,8,400.0,170.0,4668.,11.5,75,1,pontiac catalina,pontiac
15.0,8,350.0,145.0,4440.,14.0,75,1,chevrolet bel air,chevrolet
16.0,8,318.0,150.0,4498.,14.5,75,1,plymouth grand fury,plymouth
14.0,8,351.0,148.0,4657.,13.5,75,1,ford ltd,ford
16.0,6,250.0,105.0,3897.,18.5,75,1,chevrolet chevelle malibu,chevrolet
15.0,6,258.0,110.0,3730.,19.0,75,1,amc matador,amc
18.0,6,225.0,95.00,3785.,19.0,75,1,plymouth fury,plymouth
20.0,8,262.0,110.0,3221.,13.5,75,1,chevrolet monza 2+2,chevrolet
13.0,8,302.0,129.0,3169.,12.0,75,1,ford mustang ii,ford
23.0,4,140.0,83.00,2639.,17.0,75,1,ford pinto,ford
20.0,6,232.0,100.0,2914.,16.0,75,1,amc gremlin,amc
23.0,4,140.0,78.00,2592.,18.5,75,1,pontiac astro,pontiac
24.0,4,119.0,97.00,2545.,17.0,75,3,datsun 710,datsun
18.0,6,171.0,97.00,2984.,14.5,75,1,ford pinto,ford
19.0,6,232.0,90.00,3211.,17.0,75,1,amc pacer,amc
