14.0,8,304.0,150.0,3672.,11.5,73,1,amc matador,amc
13.0,8,350.0,145.0,3988.,13.0,73,1,chevrolet malibu,chevrolet
14.0,8,302.0,137.0,4042.,14.5,73,1,ford gran torino,ford
15.0,8,318.0,150.0,3777.,12.5,73,1,dodge coronet custom,dodge
13.0,8,400.0,150.0,4464.,12.0,73,1,chevrolet caprice classic,chevrolet
13.0,8,351.0,158.0,4363.,13.0,73,1,ford ltd,ford
14.0,8,318.0,150.0,4237.,14.5,73,1,plymouth fury gran sedan,plymouth
13.0,8,360.0,175.0,3821.,11.0,73,1,amc ambassador brougham,amc
18.0,6,225.0,105.0,3121.,16.5,73,1,plymouth valiant,plymouth
16.0,6,250.0,100.0,3278.,18.0,73,1,chevrolet nova custom,chevrolet
18.0,6,232.0,100.0,2945.,16.0,73,1,amc hornet,amc
18.0,6,250.0,88.00,3021.,16.5,73,1,ford maverick,ford
23.0,6,198.0,95.00,2904.,16.0,73,1,plymouth duster,plymouth
11.0,8,400.0,150.0,4997.,14.0,73,1,chevrolet impala,chevrolet
12.0,8,400.0,167.0,4906.,12.5,73,1,ford country,ford
13.0,8,360.0,170.0,4654.,13.0,73,1,plymouth custom suburb,plymouth
18.0,6,232.0,100.0,2789.,15.0,73,1,amc gremlin,amc
21.0,4,140.0,72.00,2401.,19.5,73,1,chevrolet vega,chevrolet
22.0,4,108.0,94.00,2379.,16.5,73,3,datsun 610,datsun
19.0,4,122.0,85.00,2310.,18.5,73,1,ford pinto,ford
15.0,8,350.0,145.0,4082.,13.0,73,1,chevrolet monte carlo s,chevrolet
16.0,8,400.0,230.0,4278.,9.50,73,1,pontiac grand prix,pontiac
15.0,8,318.0,150.0,3399.,11.0,73,1,dodge dart custom,dodge
