36.1,4,98.00,66.00,1800.,14.4,78,1,ford fiesta,ford
39.4,4,85.00,70.00,2070.,18.6,78,3,datsun b210 gx,datsun
19.4,8,318.0,140.0,3735.,13.2,78,1,dodge diplomat,dodge
19.2,6,231.0,105.0,3535.,19.2,78,1,pontiac phoenix lj,pontiac
20.5,6,200.0,95.00,3155.,18.2,78,1,chevrolet malibu,chevrolet
20.2,6,200.0,85.00,2965.,15.8,78,1,ford fairmont (auto),ford
25.1,4,140.0,88.00,2720.,15.4,78,1,ford fairmont (man),ford
20.5,6,225.0,100.0,3430.,17.2,78,1,plymouth volare,plymouth
19.4,6,232.0,90.00,3210.,17.2,78,1,amc concord,amc
18.6,6,225.0,110.0,3620.,18.7,78,1,dodge aspen,dodge
18.1,6,258.0,120.0,3410.,15.1,78,1,amc concord d/l,amc
19.2,8,305.0,145.0,3425.,13.2,78,1,chevrolet monte carlo landau,chevrolet
18.1,8,302.0,139.0,3205.,11.2,78,1,ford futura,ford
17.5,8,318.0,140.0,4080.,13.7,78,1,dodge magnum xe,dodge
30.0,4,98.00,68.00,2155.,16.5,78,1,chevrolet chevette,chevrolet
27.2,4,119.0,97.00,2300.,14.7,78,3,datsun 510,datsun
30.9,4,105.0,75.00,2230.,14.5,78,1,dodge omni,dodge
23.2,4,156.0,105.0,2745.,16.7,78,1,plymouth sapporo,plymouth
23.9,4,119.0,97.00,2405.,14.9,78,3,datsun 200-sx,datsun
