21.5,6,231.0,115.0,3245.,15.4,79,1,pontiac lemans v6,pontiac
22.3,4,140.0,88.00,2890.,17.3,79,1,ford fairmont 4,ford
20.2,6,232.0,90.00,3265.,18.2,79,1,amc concord dl 6,amc
20.6,6,225.0,110.0,3360.,16.6,79,1,dodge aspen 6,dodge
17.0,8,305.0,130.0,3840.,15.4,79,1,chevrolet caprice classic,chevrolet
17.6,8,302.0,129.0,3725.,13.4,79,1,ford ltd landau,ford
18.2,8,318.0,135.0,3830.,15.2,79,1,dodge st. regis,dodge
15.5,8,351.0,142.0,4054.,14.3,79,1,ford country squire (sw),ford
19.2,8,267.0,125.0,3605.,15.0,79,1,chevrolet malibu classic (sw),chevrolet
35.7,4,98.00,80.00,1915.,14.4,79,1,dodge colt hatchback custom,dodge
27.4,4,121.0,80.00,2670.,15.0,79,1,amc spirit dl,amc
34.2,4,105.0,70.00,2200.,13.2,79,1,plymouth horizon,plymouth
34.5,4,105.0,70.00,2150.,14.9,79,1,plymouth horizon tc3,plymouth
31.8,4,85.00,65.00,2020.,19.2,79,3,datsun 210,datsun
28.8,6,173.0,115.0,2595.,11.3,79,1,chevrolet citation,chevrolet
33.5,4,151.0,90.00,2556.,13.2,79,1,pontiac phoenix,pontiac
