28.0,4,112.0,88.00,2605.,19.6,82,1,chevrolet cavalier,chevrolet
27.0,4,112.0,88.00,2640.,18.6,82,1,chevrolet cavalier wagon,chevrolet
34.0,4,112.0,88.00,2395.,18.0,82,1,chevrolet cavalier 2-door,chevrolet
31.0,4,112.0,85.00,2575.,16.2,82,1,pontiac j2000 se hatchback,pontiac
29.0,4,135.0,84.00,2525.,16.0,82,1,dodge aries se,dodge
27.0,4,151.0,90.00,2735.,18.0,82,1,pontiac phoenix,pontiac
24.0,4,140.0,92.00,2865.,16.4,82,1,ford fairmont futura,ford
23.0,4,151.0,,3035.,20.5,82,1,amc concord dl,amc
38.0,4,105.0,63.00,2125.,14.7,82,1,plymouth horizon miser,plymouth
38.0,4,91.00,67.00,1995.,16.2,82,3,datsun 310 gx,datsun
22.0,6,232.0,112.0,2835,14.7,82,1,ford granada l,ford
36.0,4,135.0,84.00,2370.,13.0,82,1,dodge charger 2.2,dodge
27.0,4,151.0,90.00,2950.,17.3,82,1,chevrolet camaro,chevrolet
27.0,4,140.0,86.00,2790.,15.6,82,1,ford mustang gl,ford
32.0,4,135.0,84.00,2295.,11.6,82,1,dodge rampage,dodge
28.0,4,120.0,79.00,2625.,18.6,82,1,ford ranger,ford
31.0,4,119.0,82.00,2720.,19.4,82,1,chevrolet s-10,chevrolet
